,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
1182,SAH,INE035801013,86.25,84.53245694688005,83.3615828966898,102.19,67.0,25953,80683.76,0.32166324425138343,15.598395146296113
1183,SAHYADRI,INE280H01015,264.98,259.5685751514888,257.7740083311599,293.98,211.0,3112,11956.6,0.2602746600204071,9.864616640587794
1184,SAIL,INE114A01011,113.71,113.90376045098824,111.37375872780258,120.35,99.15,10657286,23172344.26,0.45991401993783426,5.517241379310345
1185,SAILIFE,INE570L01029,696.8,708.1350186126289,708.7274218375625,792.0,636.1,112902,594302.9,0.18997383320862138,12.020202020202026
1186,SAKAR,INE732S01012,271.56,273.9517177530725,264.47123116922984,326.0,210.1,21386,37507.42,0.570180513615706,16.699386503067483
1187,SAKSOFT,INE667G01023,153.51,157.17888185684203,163.00293164713776,195.0,125.03,121533,214194.64,0.567395150504233,21.276923076923083
1188,SALZERELEC,INE457F01013,949.3,1026.3168832814301,1050.8840582496284,1167.55,830.05,75229,142187.66,0.5290824815599329,18.692989593593424
1189,SALONA,INE498E01010,253.83,250.19366170197492,249.88903637380193,295.0,215.0,220,2010.04,0.10945055819784681,13.955932203389827
1190,SAMHI,INE08U801020,180.01,168.6326538349277,162.72044942021301,196.9,121.1,2232535,2456098.38,0.9089762112867809,8.577958354494674
1191,SAMPANN,INE735M01018,29.26,29.720272221995288,30.126280026267708,36.79,24.16,19071,66666.74,0.2860646853288461,20.467518347377
1192,SANATHAN,INE0JPD01013,419.25,408.4445162483655,376.9916587554212,464.6,286.95,175991,258019.5,0.6820841060462485,9.761084804132592
1193,SAMMAANCAP,INE148I01020,120.55,118.94619399593397,120.13149389931453,136.6,97.61,6762627,9370732.56,0.7216753820151708,11.749633967789164
1194,SANDHAR,INE278H01035,370.85,386.4731120132998,390.6654035846342,427.4,315.0,62991,168019.12,0.3749037609529201,13.231165184838547
1195,SANDUMA,INE149K01016,460.3,451.7375803279077,436.8827817506829,499.95,337.2,490665,418475.2,1.1725067578676107,7.930793079307927
1196,SANDESH,INE583B01015,1110.0,1125.4717236455685,1169.8422040586906,1426.1,1005.0,1331,2955.06,0.4504138663851157,22.165346048664183
1197,SANGAMIND,INE495C01010,389.35,401.0106589219847,387.33227009719315,443.9,293.15,10944,39098.36,0.27990943865676204,12.288803784636169
1198,SANGHVIMOV,INE989A01032,262.97,273.4266736044915,262.1870479322673,321.85,206.0,308082,679165.46,0.4536184746497562,18.294236445549167
1199,SANGHIIND,INE999B01013,60.34,60.92996185374907,59.120760578252195,65.4,50.58,222570,623850.38,0.3567682366403303,7.737003058103978
1200,SANSERA,INE953O01021,1083.9,1128.1915767447913,1159.1255452830376,1272.0,972.2,94643,96620.76,0.9795306929897881,14.787735849056597
1201,SANSTAR,INE08NE01025,92.37,94.16745316286054,95.32775181115287,109.75,80.0,213879,494005.2,0.4329488839388735,15.835990888382684
1202,SAPPHIRE,INE806T01020,316.5,314.4451009011399,311.5906106895246,346.0,275.8,205241,586416.18,0.34999204830944464,8.526011560693641
1203,SAREGAMA,INE979A01025,524.05,534.723000809053,520.1520057484003,570.0,417.4,392183,419467.26,0.9349549712175391,8.061403508771937
1204,SARDAEN,INE385C01021,452.0,482.6563276208351,482.38736463015965,563.45,396.6,824230,1651533.94,0.49906936820202435,19.7799272340048
1205,SARLAPOLY,INE453D01025,105.41,92.5561184584209,87.03403797314557,110.51,68.7,554900,209459.3,2.649202016811858,4.6149669713148205
1206,SATIN,INE836B01017,164.54,156.6842969274757,150.97349985068985,166.5,131.8,181248,256832.42,0.7057052999773159,1.177177177177182
1207,SASTASUNDR,INE019J01013,252.73,255.6545560867615,254.97146948089974,288.45,205.0,6963,34386.98,0.20248943059262545,12.383428670480152
1208,SATIA,INE170E01023,72.64,72.78288694668653,74.23909098193457,82.89,64.4,81624,268719.0,0.3037522467707903,12.36578598142116
1209,SATINDLTD,INE065D01027,79.84,84.13817010284404,87.70139763281783,105.71,72.14,157726,359358.02,0.43891047707798475,24.472613754611665
1210,SAURASHCEM,INE626A01014,92.14,87.3968433886019,86.7329887848706,102.4,73.73,71953,196617.58,0.36595405151462046,10.019531250000005
1211,SBCL,INE386D01027,437.95,444.32253709643686,456.03958329021197,497.9,342.0,44695,180875.54,0.2471036161108351,12.040570395661778
1212,SBFC,INE423Y01016,102.25,98.33309742344191,92.58045942073169,109.9,79.66,3978770,3333059.92,1.1937289144204764,6.96087352138308
1213,SBGLP,INE05ST01028,44.1,41.945918508665336,51.63397459518324,114.6,24.95,20602,310594.24,0.06633091457201525,61.518324607329845
1214,SBICARD,INE018E01016,873.55,876.3655190730682,851.4717052127517,930.65,763.5,1227691,1678813.64,0.7312848613738926,6.135496695857737
1215,SBIN,INE062A01020,788.65,787.4834427075838,766.3973228612016,835.5,680.0,25635764,10610701.04,2.4160292428708368,5.6074207061639765
1216,SCHAND,INE807K01035,198.43,197.66659335644468,189.9977883284984,230.41,156.91,101038,112948.7,0.8945477017442433,13.879605919881946
1217,SCI,INE109A01011,178.01,173.50897044947249,171.14798668647023,188.99,138.26,3569095,4490818.1,0.7947538556504883,5.809831208000433
1218,SCILAL,INE0PB301013,47.74,48.56265294905036,49.21864375515027,54.01,42.85,853822,1230596.9,0.6938275238626069,11.608961303462314
1219,SCHNEIDER,INE839M01018,575.5,613.6203237016862,631.3528271757701,722.7,561.15,296284,364504.14,0.8128412478387762,20.368064203680646
1220,SCPL,INE501Y01019,317.55,326.4182550364946,318.7050689389822,368.95,262.6,16193,20236.8,0.80017591714105,13.931427022631787
1221,SDBL,INE480C01038,134.51,131.26402960242075,124.62095495699454,144.29,95.61,1625987,2145468.94,0.7578702118148586,6.778016494559569
1222,SECMARK,INE0BTM01013,131.39,107.29798838936156,100.42500701606323,139.95,75.0,137856,7107.9,19.394757945384715,6.116470167917115
1223,SEAMECLTD,INE497B01018,974.75,975.036352609325,974.875068816081,1078.0,780.5,13972,31713.28,0.44057252986761386,9.577922077922079
1224,SECURKLOUD,INE650K01021,28.16,26.958070062595336,25.67305499445854,31.82,16.35,2956,53342.34,0.0554156416835107,11.502199874292899
1225,SELMC,INE105I01020,44.12,36.08972892177254,33.4982561673493,48.77,25.5,120506,22350.92,5.391545403947578,9.534549928234581
1226,SELAN,INE818A01017,527.75,559.2659899611062,585.8484515857855,679.4,496.65,31705,73994.72,0.4284765183245507,22.32116573447159
1227,SEJALLTD,INE955I01044,386.4,392.80218586225993,400.7587283653101,438.9,313.5,4244,4917.4,0.8630577134257942,11.961722488038278
1228,SEMAC,INE617A01013,356.95,345.68156970108856,335.22059821501705,386.5,270.05,160,786.2,0.20351055711015006,7.645536869340236
1229,SENCO,INE602W01027,347.3,345.3993516563903,348.5817589364444,458.2,227.4,434882,1278148.48,0.3402437250482823,24.20340462680052
1230,SEQUENT,INE807F01027,144.1,144.54001395737552,146.92652743300638,164.8,117.35,345447,623861.9,0.5537235083597828,12.560679611650494
1231,SENORES,INE0RB801010,506.2,537.0954289527887,542.3217998897371,665.0,440.3,211861,796303.92,0.26605545279746956,23.879699248120303
1232,SERVOTECH,INE782X01033,122.0,125.94321863246311,126.9318283678894,136.0,97.55,371254,632816.84,0.5866689641192229,10.294117647058822
1233,SESHAPAPER,INE630A01024,269.4,270.9675133285044,274.3570149116611,316.25,256.25,10657,21945.28,0.4856169527114715,14.814229249011865
1234,SFL,INE916U01025,644.3,675.8545173568808,721.4061841119153,816.6,642.0,100283,119702.68,0.8377673749660409,21.099681606661775
1235,SGIL,INE00QT01015,492.55,452.6373705999558,425.60992376642673,525.0,342.0,66510,31080.64,2.139917324739774,6.1809523809523785
1236,SGLTL,INE0M4D01010,138.48,144.29390961283025,146.9546789026485,162.69,124.0,525404,1199344.1,0.4380761117680905,14.881062142725435
1237,SHALBY,INE597J01018,189.67,194.44190583148796,199.1902897651497,216.0,180.35,62454,127691.18,0.4891019097795165,12.18981481481482
1238,SHAHALLOYS,INE640C01011,59.61,58.92090065644222,56.66447579366798,74.2,43.3,5267,37306.86,0.14118046922201438,19.663072776280327
1239,SHALPAINTS,INE849C01026,104.99,108.55755543546402,110.91455590584846,126.87,92.1,29806,191578.94,0.1555807752146452,17.245999842358327
1240,SHAKTIPUMP,INE908D01010,840.75,921.5699149342406,945.1505342680803,1034.0,755.25,356467,355872.54,1.0016704295307528,18.689555125725338
1241,SHANKARA,INE274V01019,598.95,608.194895262211,592.6718179428842,683.8,475.2,25978,62680.86,0.41444868497337145,12.408599005557168
1242,SHANTIGEAR,INE631A01022,474.5,486.607250423346,474.2325922088521,560.0,399.0,36608,38419.92,0.9528390480771434,15.267857142857144
1243,SHARDACROP,INE221J01015,550.4,550.2200850050689,561.6706489569938,615.1,452.25,254592,273337.84,0.9314187892902057,10.518614859372468
1244,SHAREINDIA,INE932X01026,149.67,160.3118621870008,179.07339554051273,220.4,143.19,448921,653693.44,0.6867454567082699,32.091651542649736
1245,SHIVALIK,INE788J01021,565.9,605.4343066688916,637.9163894460573,744.6,551.0,10489,45175.3,0.23218440165311574,23.999462798818165
1246,SHEMAROO,INE363M01019,98.0,102.6407256781436,109.15182786403773,137.9,88.8,5073,33317.56,0.15226205040225035,28.934010152284266
1247,SHIVAMAUTO,INE637H01024,28.33,28.882517738500187,30.47391966484743,39.98,24.8,58955,152503.82,0.38658048041026116,29.139569784892444
1248,SHILPAMED,INE790G01031,647.05,664.9654701308161,670.5275364542168,730.15,555.0,157418,300970.68,0.5230343367666246,11.381223036362394
1249,SHIVATEX,INE705C01020,192.47,193.88050683101577,194.47427262624925,229.0,168.0,6206,15502.1,0.4003328581288987,15.951965065502183
1250,SHOPERSTOP,INE498B01024,509.85,530.2882395278175,535.0787620533475,585.95,467.15,446785,53625.6,8.331561791383221,12.98745626759963
1251,SHK,INE500L01026,198.69,196.7955653404897,192.49448041260948,219.27,156.61,357693,497027.76,0.719664028423684,9.385688876727327
1252,SHIVAMILLS,INE644Y01017,71.93,74.80047823494202,77.4393280011378,94.58,65.35,16251,24599.88,0.6606129785998955,23.94798054556988
1253,SHRADHA,INE715Y01031,69.65,60.481576008594274,62.96504422024465,70.12,53.2,25350,11323.4,2.2387268841514034,0.6702795208214473
1254,SHREDIGCEM,INE232A01011,78.62,75.56735304117773,73.59212629265257,80.9,63.55,175233,332427.48,0.5271315115104203,2.8182941903584684
1255,SHREEPUSHK,INE712K01011,235.2,252.37060819023802,268.8429179185905,358.85,220.5,72601,136510.98,0.5318326774886533,34.4572941340393
1256,SHREERAMA,INE879A01019,33.19,34.69149894244826,35.49956450593608,40.18,30.55,35386,46669.42,0.75822669319653,17.39671478347437
1257,SHREYANIND,INE231C01019,177.04,182.42745361275533,185.03940601127618,206.64,164.11,7476,13849.08,0.5398192515315097,14.324428958575297
1258,SHRIRAMFIN,INE721A01047,611.7,653.2215563118333,631.6529113239416,717.5,525.1,7374108,7662552.5,0.9623566037557328,14.745644599303128
1259,SHYAMMETL,INE810G01011,860.85,871.0560846011756,837.151333957131,924.0,673.5,280689,405697.38,0.6918679139608938,6.834415584415582
1260,SHRIRAMPPS,INE217L01019,75.99,77.1071147874123,77.29308460396709,86.19,63.13,1167114,1547677.24,0.7541068446545095,11.834319526627223
1261,SICALLOG,INE075B01020,116.54,97.68690482645405,98.39033543046446,118.49,79.07,29420,16398.12,1.79410810507546,1.6457084986074682
1262,SIGIND,INE529F01035,48.07,51.3074911974139,52.00779164715142,56.81,39.99,8921,37330.28,0.23897490187590342,15.384615384615389
1263,SIGACHI,INE0D0K01022,41.78,41.17401084459762,40.51109195130669,46.25,34.0,1081502,2211387.66,0.48906033960594675,9.664864864864862
1264,SIGNATURE,INE903U01023,1148.1,1131.968624386415,1128.5283403130052,1298.0,1010.8,331823,545204.54,0.6086211241014243,11.548536209553166
1265,SIGMA,INE0A0S01010,285.68,277.406698419306,276.7539787940703,357.0,210.1,10707,25808.46,0.41486396321206304,19.977591036414562
1266,SIGNPOST,INE0KGZ01021,217.13,233.1721868565633,253.40708651746905,314.9,210.0,18569,39576.14,0.46919684436127423,31.047951730708157
1267,SIKKO,INE112X01017,79.86,78.81953021909403,80.15611230122661,104.8,60.65,33148,228270.9,0.14521342843086876,23.79770992366412
1268,SILINV,INE923A01015,606.15,605.537834584945,577.8723147451686,695.0,430.0,2637,7618.26,0.3461420324326027,12.784172661870507
1269,SILGO,INE01II01013,48.49,46.401631737675146,43.53203277779184,50.5,35.1,22020,114205.32,0.19281063263953027,3.980198019801976
1270,SILVERTUC,INE625X01018,795.6,733.4882761324129,696.1669498307085,844.65,610.0,62424,17099.56,3.6506202498777744,5.807139051678205
1271,SINCLAIR,INE985A01022,87.45,90.9876200064397,91.02807247754271,102.74,72.86,111698,94643.22,1.1802007581736969,14.882226980728044
1272,SIMPLEXINF,INE059B01024,290.1,302.3268707434584,294.46211144818625,342.45,219.0,75739,85762.14,0.883128615960376,15.286903197547078
1273,SINTERCOM,INE129Z01016,124.82,124.80327322580433,128.77684104291527,145.0,109.99,4203,23012.82,0.18263732997520513,13.917241379310349
1274,SIS,INE285J01028,337.5,334.5950226305532,329.59743637131777,346.15,287.9,83156,130128.12,0.6390317480956461,2.4989166546294896
1275,SIRCA,INE792Z01011,289.46,279.31420255075136,275.9837371949808,311.26,230.69,40479,145717.94,0.2777900922837641,7.003791042858065
1276,SIYSIL,INE076B01028,667.9,702.6049622990561,707.3233793562532,773.3,571.1,101712,91145.1,1.1159349213506815,13.629897840424155
1277,SJS,INE284S01014,929.5,923.557749203267,916.1314042363078,1021.05,808.15,44931,102343.56,0.43902127305323363,8.966260222320157
1278,SJVN,INE002L01015,94.03,94.83489527914344,92.99449353515426,101.78,80.54,4504690,7697714.46,0.5851983758825993,7.614462566319514
1279,SKIPPER,INE439E01022,458.6,445.01024413699076,436.850240887376,483.9,342.5,420101,457525.94,0.9182014903898127,5.228352965488728
1280,SKMEGGPROD,INE411D01015,193.85,192.1314079584119,190.72035507991657,209.5,154.0,25867,60965.08,0.4242920701490099,7.470167064439144
1281,SKYGOLD,INE01IU01018,311.7,325.2378645603186,333.01771355968265,388.7,297.0,289544,359871.76,0.8045754965602191,19.80962181631078
1282,SMARTLINK,INE178C01020,152.34,144.3905274073059,145.96187651718793,176.77,119.5,5462,16997.06,0.3213496922408934,13.820218362844377
1283,SMCGLOBAL,INE103C01036,110.03,111.52059509921676,113.01266742450633,122.06,101.0,65935,140882.06,0.46801558693846473,9.85580861871211
1284,SMLT,INE017W01010,124.92,124.40410774030339,129.16465039239182,152.0,97.5,4330,50546.44,0.08566379748999138,17.81578947368421
1285,SMSLIFE,INE320X01016,1310.3,1322.2841779812877,1245.6324009646767,1680.0,959.8,1821,2577.86,0.706399882072727,22.005952380952383
1286,SMSPHARMA,INE812G01025,235.69,223.6401730886894,214.84341055359096,248.7,176.05,79685,159311.94,0.5001822211191452,5.231202251708883
1287,SOBHA,INE671H01015,1322.1,1241.374168194905,1230.3185418858961,1334.0,1075.3,623532,256450.82,2.431390158939636,0.8920539730135001
1288,SOFTTECH,INE728Z01015,347.35,359.5389881234624,363.0296022477204,421.0,296.0,6484,2879.14,2.2520613794396938,17.49406175771971
1289,SNOWMAN,INE734N01019,51.89,50.675202119526375,50.84761652570362,56.36,43.0,291750,607594.0,0.4801726152661152,7.931156848828954
1290,SOLARA,INE624Z01016,493.85,513.1478060972534,520.6224875468116,557.15,442.8,113724,107123.94,1.0616114381155137,11.361392802656368
1291,SOMANYCERA,INE355A01028,428.7,431.926116438684,446.3058255288119,480.75,395.25,59161,41561.98,1.4234403654493841,10.826833073322934
1292,SONACOMS,INE073K01018,481.15,464.25016596495453,480.1015914820401,532.45,380.0,3063465,2330876.36,1.3142975116878357,9.634707484270836
1293,SOMICONVEY,INE323J01019,177.93,182.84796396231098,177.60025311785893,207.02,125.15,15896,39538.64,0.40203709586369185,14.051782436479568
1294,SOMATEX,INE314C01013,44.31,43.14522938780521,41.38797810698418,54.96,34.53,46071,59043.66,0.7802869944038021,19.377729257641917
1295,SOTL,INE035D01020,372.0,381.55110112155313,398.31453642193844,461.1,343.25,19505,62141.88,0.31387849868719775,19.32335718932987
1296,SONAMLTD,INE00LM01029,39.02,42.586372712006025,45.20784797230064,51.29,38.2,68826,158904.06,0.4331292730972387,23.922791967245068
1297,SONATSOFTW,INE269A01021,421.55,351.23788380185346,381.4902670532799,452.95,286.4,39994145,2264268.82,17.663161125894938,6.932332487029469
1298,SOUTHWEST,INE980Y01015,122.56,117.52118493127566,116.70500432239074,135.45,99.06,24825,56577.12,0.43878161348615835,9.516426725729042
1299,SPANDANA,INE572J01011,274.78,276.82086672498934,279.78160556195036,348.3,193.0,329912,634995.58,0.5195500730886977,21.108240022968715
1300,SOUTHBANK,INE683A01023,25.47,24.93648775390248,24.681337725262097,26.95,22.3,14152100,11419014.38,1.239345142150526,5.491651205936922
1301,SPAL,INE212I01016,730.95,723.1586425615237,737.7918602389525,915.0,628.0,10294,38744.08,0.26569220381539577,20.114754098360653
1302,SPIC,INE147A01011,79.92,82.68212959923702,80.71067407439148,89.4,72.02,426490,616828.7,0.6914237291487897,10.604026845637588
1303,SPARC,INE232I01014,145.95,147.79796079185837,146.8462944632023,161.95,109.3,354129,2608266.62,0.13577177934363166,9.879592466810745
1304,SPECIALITY,INE247M01014,131.85,138.85757919803473,138.1010561685257,156.45,114.41,22188,61915.24,0.35836088174736946,15.723873441994247
1305,SPENCERS,INE020801028,62.6,65.79596888366046,67.85708010310674,78.4,55.15,61277,255062.28,0.2402432848949676,20.1530612244898
1306,SPMLINFRA,INE937A01023,179.88,191.7227653063398,184.26160386469527,226.9,136.3,91475,316877.96,0.2886758044011644,20.722785368003528
1307,SPLPETRO,INE663A01033,650.05,627.9732433477077,618.0554483279017,665.0,518.05,131306,81890.98,1.6034244552940997,2.2481203007518866
1308,SPORTKING,INE885H01029,92.18,88.86440427138045,86.60538384359978,96.7,69.91,358973,186507.46,1.9247112153047392,4.674250258531536
1309,SPLIL,INE978G01016,35.7,35.83138557508846,38.813056072045484,53.5,30.4,4336,32764.62,0.13233786932367902,33.27102803738317
1310,SRD,INE01NE01012,64.01,64.8269907254703,63.902731347605325,75.2,52.0,58746,102649.24,0.5722984407872869,14.880319148936167
1311,SREEL,INE099F01013,240.61,236.5961910280912,235.10777060951742,258.5,215.42,3335,9853.54,0.33845704183471115,6.920696324951639
1312,SRHHYPOLTD,INE917H01012,506.85,523.9550079806359,540.5688965918891,649.65,464.3,17083,23964.86,0.7128353764637055,21.98106672823828
1313,SRM,INE0R6Z01013,312.7,336.03874129655543,335.7975123944636,386.9,287.05,20925,24542.62,0.8525984593331927,19.17808219178082
1314,SRGHFL,INE559N01010,301.65,322.1805596919604,321.36722219029406,353.95,272.35,5004,8391.44,0.5963219661941216,14.77609831897161
1315,STALLION,INE0RYC01010,69.1,71.7018609648696,78.02977331817506,104.5,60.0,104585,1115900.56,0.09372250875113818,33.875598086124405
1316,SSWL,INE802C01033,204.16,196.80534080567128,190.73518629416452,208.91,167.41,111916,198293.26,0.56439638946881,2.2737063807381173
1317,STANLEY,INE01A001028,305.55,317.17187414303265,319.30126247122604,361.7,258.6,36107,130941.8,0.2757484622939352,15.523914846557915
1318,SSDL,INE0PQ101010,87.7,89.83682449085217,94.78807952009518,121.03,80.1,30078,101155.12,0.29734530491387884,27.538626786747084
1319,STAR,INE939A01011,649.9,649.0480874019876,644.6608288660909,737.7,513.05,364471,525782.84,0.6931968338867811,11.901857123491943
1320,STARCEMENT,INE460H01021,218.35,220.06392842873714,215.99639738475398,233.0,197.09,566642,486012.86,1.1658991904041387,6.2875536480686725
1321,STARTECK,INE992I01013,304.15,302.51769057587575,297.5089521951766,338.0,265.0,7795,11532.92,0.6758912747162037,10.014792899408292
1322,STCINDIA,INE655A01013,128.74,122.91246731411393,123.0159235697373,142.0,104.11,50875,99964.26,0.5089318922582932,9.338028169014079
1323,STARHEALTH,INE575P01011,389.8,383.0230504193377,384.9025611805427,416.7,327.3,4484437,1204957.5,3.721655743044879,6.45548356131509
1324,STEELCAS,INE124E01020,862.8,900.5842991765618,901.622667391284,1074.4,710.55,17702,20155.24,0.8782827691458895,19.694713328369335
1325,STEL,INE577L01016,393.75,394.7044573820223,392.7492293363892,455.0,310.1,4562,5029.86,0.9069834945704255,13.461538461538462
1326,STARPAPER,INE733A01018,164.78,166.12477940046887,168.33250633901963,180.79,152.49,10435,21988.1,0.47457488368708534,8.855578295259688
1327,STERTOOLS,INE334A01023,310.0,320.19061091742844,346.7087721229035,428.0,270.0,71206,121102.94,0.5879791192517704,27.570093457943923
1328,STEELCITY,INE395H01011,102.22,99.7814274579786,99.07107158347473,108.99,85.51,26741,20761.66,1.2879991291640456,6.211579043948983
1329,STLTECH,INE089C01029,62.4,76.49317008963756,83.4985194242228,104.25,58.86,1448357,2260986.38,0.6405863444431718,40.143884892086334
1330,STOVEKRAFT,INE00IN01015,608.65,666.5207243936629,713.1984707565625,820.0,598.0,119320,70706.82,1.6875316977909627,25.774390243902438
1331,STYLEBAAZA,INE01FR01028,317.87,302.79034926938414,280.15911159873235,352.0,181.0,696673,736770.36,0.9455768551818508,9.696022727272725
1332,SUDARSCHEM,INE659A01023,1024.55,1030.7872274193035,1007.5771880766545,1103.0,796.15,130628,233086.86,0.56042627199148,7.112420670897556
1333,SULA,INE142Q01026,283.35,283.8831933866363,291.2545812244893,332.95,243.0,263561,553116.02,0.47650219930350235,14.897131701456665
1334,SUKHJITS,INE450E01029,202.91,208.36847902309438,207.7965883803065,235.0,172.41,9812,23448.36,0.41845143967424586,13.65531914893617
1335,SUBROS,INE287B01021,599.7,594.6957912655499,592.6073816830502,650.1,518.0,55811,54756.14,1.019264688854985,7.752653437932622
1336,SUMICHEM,INE258G01013,508.6,532.6350829479,521.6966320336887,579.45,446.2,566005,390353.82,1.4499794058631217,12.22711191647252
1337,SUMIT,INE748Z01013,103.67,100.59590475663195,102.88352333382937,118.9,75.23,22598,45852.72,0.4928388108709799,12.809083263246428
1338,SUNDRMBRAK,INE073D01013,766.75,781.3145690099524,821.1682658567621,991.0,696.55,2435,1736.5,1.40224589691909,22.628657921291627
1339,SUNDRMFAST,INE387A01021,917.1,918.4059748258669,935.0353888106272,1002.1,831.15,184266,221454.2,0.8320727265502302,8.482187406446462
1340,SUNDROP,INE209A01019,772.5,792.2998092598574,803.5893827979232,866.0,685.0,4887,31850.48,0.15343567820641948,10.796766743648961
1341,SUNDARMHLD,INE202Z01029,329.55,329.3449730129546,308.29542072629437,375.0,240.0,93817,107622.84,0.8717201664628066,12.119999999999997
1342,SUNTECK,INE805D01034,400.9,397.48833787522767,403.16341841042447,459.95,347.0,188723,299783.82,0.6295303062053182,12.838351994782043
1343,SUPERHOUSE,INE712B01010,156.7,153.83502729527478,159.36840685238022,189.98,129.53,4608,11330.9,0.40667555092711083,17.517633435098436
1344,SUNTV,INE424H01027,620.9,644.2481625795638,632.6092658179749,691.4,549.3,199209,332068.48,0.5999033693291216,10.196702343072028
1345,SUPRAJIT,INE399C01030,384.8,392.6539693496674,395.2671353449612,433.7,350.0,50868,67936.26,0.748760676551815,11.275074936592109
1346,SUPREME,INE822E01011,101.74,100.25087701917731,95.88439354289397,116.5,80.71,83867,75143.22,1.1160953709463075,12.669527896995714
1347,SUPREMEINF,INE550H01011,93.15,99.72788406366104,101.33066674441767,113.4,82.25,100,9337.72,0.010709252365673848,17.857142857142858
1348,SURAJEST,INE843S01025,292.55,306.2378211207536,331.95659218484667,378.85,278.3,59824,180673.78,0.33111611435815425,22.77946416787647
1349,SUPRIYA,INE07RO01027,645.15,700.6617217814969,693.1223177919663,842.0,556.15,229734,355032.96,0.6470779501711615,23.378859857482187
1350,SURAJLTD,INE713C01016,377.1,392.5247844498185,399.2274022895218,439.95,297.25,30146,30224.72,0.9973955093711372,14.28571428571428
1351,SURANASOL,INE272L01022,32.18,33.99012193650923,34.51053894242379,38.29,27.02,119785,152837.06,0.7837431575823298,15.957168973622354
1352,SURYALAXMI,INE713B01026,60.62,61.870601248442505,63.93323659321926,76.8,54.5,19414,21095.0,0.9203128703484238,21.067708333333336
1353,SURYAROSNI,INE335A01020,256.29,258.2598630419595,251.71315486448574,283.0,212.55,555982,557711.76,0.9968984695606921,9.438162544169604
1354,SURYODAY,INE428Q01011,128.02,123.41731907576782,118.6700133575708,139.94,97.97,172920,432985.74,0.3993665010769177,8.517936258396446
1355,SUTLEJTEX,INE645H01027,37.02,38.19999047896757,40.527236719355926,49.4,32.5,11478,93179.56,0.12318152178439135,25.060728744939265
1356,SUVEN,INE495B01038,127.5,127.79942032196703,125.13375255747083,144.0,102.5,223782,422685.92,0.5294285648313055,11.458333333333332
1357,SUVENPHAR,INE03QK01018,1137.1,1153.7339998068737,1139.4563823582612,1328.0,940.0,121688,480788.0,0.25310115893075535,14.375000000000007
1358,SUYOG,INE442P01014,914.35,945.2417059233295,1028.2091188620714,1170.55,770.1,1058,43557.62,0.024289665045978178,21.887147067617782
1359,SUNFLAG,INE947A01014,233.86,242.92018414885572,241.57254872457486,264.22,196.37,103447,129560.7,0.7984442813291376,11.490424646128231
1360,SVLL,INE00CE01017,540.25,505.76002245348775,461.67441342798236,620.6,373.0,4293,4391.84,0.9774946263980473,12.947147921366422
1361,SWANENERGY,INE665A01038,401.8,422.9630032235017,445.5664255629211,495.7,362.2,1111262,3000455.1,0.37036448237469044,18.942909017550935
1362,SWELECTES,INE409B01013,594.25,573.4446995837228,605.7869041064912,776.15,461.1,7442,34905.38,0.21320495579764495,23.436191457836756
1363,SWIGGY,INE00H001014,316.4,334.52151185546563,352.94170271796656,386.75,306.95,8197937,10230980.86,0.8012855377387541,18.190045248868785
1364,SUZLON,INE040H01021,56.4,56.767132555426215,55.703500491318195,61.58,46.15,55507075,62421357.1,0.8892321086687812,8.411822020136407
1365,SWSOLAR,INE00M201021,271.4,282.76308232064747,284.48913890765743,333.0,218.45,1656135,3873949.34,0.4275055904577214,18.498498498498506
1366,SYMPHONY,INE225D01027,1153.9,1159.408822025825,1164.2755036566048,1237.9,949.8,103146,118644.56,0.8693698219286244,6.785685435010905
1367,SYNGENE,INE398R01022,634.05,684.4885413888887,706.1679484134365,760.0,612.25,2090137,1342304.68,1.557125614730033,16.572368421052637
1368,SYRMA,INE0DYJ01015,465.4,480.0676542065873,474.50799127531644,533.2,370.0,493283,940323.72,0.5245884895895214,12.715678919729944
1369,TAJGVK,INE586B01026,410.3,443.3381100299108,442.52337261603464,528.1,359.9,284838,665327.38,0.4281170571997202,22.30638136716531
1370,TAINWALCHM,INE123C01018,203.54,218.34066166305928,224.8853960427567,263.85,186.0,1909,4866.62,0.3922640354085587,22.857684290316477
1371,TANLA,INE483C01032,474.35,478.6751701986141,493.56079609109446,551.45,409.35,767324,1267164.56,0.605544081819965,13.981321969353525
1372,TALBROAUTO,INE187D01029,251.48,254.93418916155312,252.8993456543243,279.39,200.2,73627,151845.0,0.4848826105568178,9.989620244103223
1373,TARAPUR,INE747K01017,27.83,29.986098859970866,31.680719540493346,36.36,26.2,12150,16682.42,0.7283115998757975,23.459845984598463
1374,TARACHAND,INE555Z01020,62.55,61.763156318010836,60.016737258645065,67.97,49.61,9147,89530.86,0.10216589006293472,7.974106223333827
1375,TARC,INE0EK901012,155.37,147.43445644078923,138.68740166689457,170.03,103.22,411728,773867.76,0.5320392207578204,8.622007880962181
1376,TARMAT,INE924H01018,50.46,53.077803435475026,55.23016881916464,66.98,48.75,14272,48163.6,0.29632336453255154,24.664078829501346
1377,TARIL,INE763I01026,494.95,513.2245210959769,489.38380106033856,594.0,356.0,907953,1427821.22,0.6359010408880182,16.675084175084177
1378,TARSONS,INE144Z01023,361.8,364.21442370106723,352.07066828733446,417.45,280.0,18157,91296.12,0.19888030290882022,13.330937836866685
