,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
995,ONWARDTEC,INE229A01017,250.7,254.6823762038394,262.49468858115546,315.05,206.0,23252,95903.0,0.24245331220086963,20.4253293128075
996,ORBTEXP,INE231G01010,171.85,169.0624368109239,169.00583996577384,185.35,138.7,19943,10933.88,1.8239636798647874,7.283517669274346
997,ORCHPHARMA,INE191A01027,801.0,806.0039497761231,915.3626857038104,1273.05,684.35,36723,128232.94,0.2863772756048485,37.080240367621066
998,ORICONENT,INE730A01022,40.08,39.951760240777055,39.82854412413714,42.5,35.66,174629,462672.5,0.37743544299693627,5.694117647058827
999,ORIENTBELL,INE607D01018,242.84,251.30109821459345,257.76811925441905,289.0,216.0,5944,24506.14,0.2425514585324331,15.972318339100344
1000,ORIENTCEM,INE876N01018,349.7,351.1884781981099,345.7260489781622,362.4,317.6,961162,1022493.64,0.9400175828966525,3.5044150110375245
1001,ORIENTELEC,INE142Z01019,232.32,223.3751469879918,219.46866503751966,248.65,177.21,224793,248562.2,0.9043732313280136,6.567464307259205
1002,ORIENTCER,INE569C01020,35.61,34.34946430013434,35.61616503059157,45.5,28.67,51691,142567.5,0.36257211496308767,21.736263736263737
1003,ORIENTHOT,INE750A01020,141.68,145.79521646538154,146.74712147937655,161.01,126.01,141249,260243.1,0.5427579059732995,12.005465499037319
1004,ORIENTLTD,INE609C01024,81.35,83.7852519721697,86.1768078331515,91.8,75.01,3470,6979.56,0.49716601046484304,11.38344226579521
1005,ORIENTTECH,INE0PPK01015,340.25,358.05411601421986,374.1188560227863,401.95,294.2,109723,290407.2,0.3778246544851505,15.35016793133474
1006,OSWALGREEN,INE143A01010,40.26,39.87631091810104,39.392560733831615,46.5,30.15,187553,464935.74,0.4033955316061527,13.419354838709681
1007,OSWALAGRO,INE142A01012,78.03,84.62485922278442,77.48418473198102,105.99,57.92,252502,193482.04,1.3050410260301162,26.37984715539201
1008,PAKKA,INE551D01018,169.69,176.73832414030375,192.1390887452006,227.8,156.5,134630,195290.16,0.6893844523451668,25.50921861281827
1009,PAISALO,INE420C01059,32.25,33.5194568434784,35.60855594216962,42.19,29.45,1630303,2946075.98,0.5533811792593346,23.560085328276838
1010,PALREDTEC,INE218G01033,49.85,49.15716294677536,52.13690098281816,67.0,39.62,700,11498.64,0.06087676455650408,25.597014925373134
1011,PANACEABIO,INE922B01023,552.15,496.3714809858952,448.7566601180055,581.9,281.1,279601,299689.34,0.9329694543022451,5.112562295927135
1012,PALASHSECU,INE471W01019,120.33,124.41134553150579,126.5384163952231,149.39,107.21,11063,9311.7,1.1880752171998668,19.452439922350887
1013,PAR,INE04LG01015,99.41,101.00784140389682,113.30447064468544,173.62,81.01,4921,25185.74,0.19538834276856665,42.74277157009562
1014,PANACHE,INE895W01019,263.95,257.93989734853346,265.6003936812728,301.95,225.7,24970,13722.88,1.8195888909616642,12.584865043881438
1015,PANAMAPET,INE305C01029,361.8,370.0383757647153,367.8530794512321,401.0,305.0,37850,52652.76,0.7188607016992081,9.775561097256855
1016,PARADEEP,INE088F01024,144.04,130.8037946593957,117.29444710146129,153.5,83.25,3582563,7293535.48,0.4911970346650044,6.162866449511406
1017,PANSARI,INE697V01011,190.5,178.2629452878019,176.90518983691166,255.77,142.05,19529,7866.8,2.4824579244419587,25.519020995425578
1018,PARACABLES,INE074B01023,48.4,51.3222555724128,54.78475478697894,65.08,44.1,1108582,1390700.86,0.7971390770550038,25.629993853718503
1019,PARAS,INE045601015,1359.55,1082.689298322684,1017.6622517374003,1468.95,809.4,11015542,468086.58,23.53312927706665,7.4474965111133855
1020,PARAGMILK,INE883N01014,179.89,179.28885515372386,171.40033063883436,193.6,135.49,316345,691866.86,0.4572339250358082,7.081611570247938
1021,PARKHOTELS,INE988S01028,151.25,151.9425689723706,155.01799506647993,174.66,129.0,384465,681560.2,0.5640954386714483,13.403183327607923
1022,PASUPTAC,INE818B01023,44.07,48.52858838911457,47.95666226266189,59.71,38.64,31634,146871.6,0.2153854114750571,26.193267459387037
1023,PATELENG,INE244B01030,42.66,42.69017744664462,43.029152440257434,48.6,35.68,3082231,4151513.0,0.7424355891454513,12.222222222222232
1024,PAVNAIND,INE07S101020,313.4,349.61657013637006,375.12729497444076,469.75,293.3,17526,15468.06,1.1330444800446857,33.28366152208622
1025,PCBL,INE602A01031,359.65,400.4395952122968,396.59610691070515,444.15,337.5,2480225,1811584.74,1.3690913514760563,19.02510413148711
1026,PAYTM,INE982J01020,864.75,845.2253643712999,808.1789274940489,912.75,651.5,3257846,5806075.5,0.5611098236666058,5.258833196384552
1027,PDMJEPAPER,INE865T01018,109.41,110.43937464326935,112.13707564513204,125.5,92.35,5948,101685.66,0.0584939902047152,12.820717131474108
1028,PDSL,INE111Q01021,379.15,403.2530346539795,429.21438993745704,485.0,336.0,60669,99817.24,0.6078008167727338,21.82474226804124
1029,PEARLPOLY,INE844A01013,29.58,28.78717127376798,28.846429795584793,34.89,24.11,12038,72359.24,0.16636437861978648,15.219260533104048
1030,PEL,INE140A01024,967.95,987.3168460300093,973.5449534811186,1050.0,848.25,336528,507902.36,0.662584044697095,7.81428571428571
1031,PENIND,INE932A01024,183.78,186.7700133192187,180.33507731025892,201.91,135.65,283665,749411.24,0.37851714100258227,8.979248179882124
1032,PENINLAND,INE138A01028,28.82,27.164114718115208,27.703054834570715,32.71,20.87,154961,284033.84,0.5455723163127323,11.892387649036994
1033,PFC,INE134E01011,407.4,416.29210254235977,408.5413570817281,444.1,357.25,5430500,8587559.58,0.6323682472780002,8.263904526007666
1034,PETRONET,INE347G01014,313.75,303.54080309503775,300.57094880870187,319.0,269.6,3973583,2157143.26,1.8420580003573803,1.6457680250783697
1035,PFS,INE560K01014,31.74,32.62859743338274,32.97405188232896,36.85,29.41,584297,1164163.34,0.5019029374348791,13.867028493894173
1036,PFOCUS,INE367G01038,112.95,98.5338040679552,99.70088386955334,117.4,85.0,198402,73447.2,2.701287455478221,3.790459965928452
1037,PGEL,INE457L01029,844.3,898.8263647343348,878.5256614597406,1008.0,714.7,1828625,1624694.62,1.1255192068033069,16.240079365079367
1038,PGIL,INE940H01022,959.1,1086.4773717996572,1216.0161943191924,1600.0,875.0,98471,167154.24,0.5891026156440902,40.05625
1039,PIGL,INE557Z01018,164.74,155.97181927575483,185.0082089970203,261.65,123.23,38233,28101.4,1.3605371974350031,37.03802789986623
1040,PITTIENG,INE450D01021,946.0,983.7181654737597,1012.4665655746368,1121.95,838.0,67289,99657.72,0.6752010782506362,15.682517046214183
1041,PIONEEREMB,INE156C01018,44.0,43.04150928942921,43.38478963972775,51.5,35.71,113090,27672.64,4.086708026411647,14.563106796116504
1042,PKTEA,INE431F01018,710.6,719.1816848918304,711.7365524172326,878.9,638.0,82,843.68,0.09719324862507112,19.14893617021276
1043,PIXTRANS,INE751B01018,1452.3,1526.8916495538604,1618.8564543666464,2057.9,1361.5,18193,36764.54,0.49485183277146944,29.428057728752616
1044,PLASTIBLEN,INE083C01022,183.99,189.08121866506676,194.5080828917166,221.11,168.7,13879,23315.0,0.5952820072914433,16.788024060422416
1045,PLAZACABLE,INE0INJ01017,55.74,56.38760818748932,57.99641434608507,69.73,47.7,21152,63759.98,0.3317441442108357,20.0631005306181
1046,PNB,INE160A01022,100.21,99.04549249747231,96.66314517104536,104.95,85.46,14741011,22366116.74,0.659077799305093,4.516436398284906
1047,PLATIND,INE0PT501018,251.3,266.4210836031433,275.7274227241973,308.15,225.0,145079,225997.8,0.64194872693451,18.448807398993985
1048,PNBGILTS,INE859A01011,98.33,93.1862223626278,90.46641362519772,102.9,74.25,916943,531011.72,1.726784862676854,4.441205053449958
1049,PNBHOUSING,INE572E01012,1010.2,964.1307278619765,908.3997287263285,1084.85,746.7,2482765,1300552.74,1.909007550128263,6.881135640871998
1050,PNCINFRA,INE195J01029,265.45,271.2271111431711,271.86996481825275,290.0,244.0,378837,545719.68,0.694197064690795,8.465517241379313
1051,PODDARMENT,INE371C01013,286.1,299.17815066169635,304.1178554340523,348.25,279.2,7991,6672.38,1.1976236365434823,17.846374730796835
1052,PNGJL,INE953R01016,511.0,527.4874301589955,537.8760138624792,639.95,473.8,409372,340230.06,1.2032211380734554,20.150011719665606
1053,POCL,INE063E01053,763.7,715.902747592235,678.6697181788928,833.25,490.0,160372,184177.86,0.8707452676450905,8.346834683468343
1054,POKARNA,INE637C01025,903.7,956.3846523680852,1054.892465659535,1358.0,722.7,41777,112464.02,0.3714699154449574,33.45360824742268
1055,POLYPLEX,INE633B01018,1219.0,1224.1137753670291,1201.9197627703215,1302.3,1050.0,34949,82380.08,0.4242409087245363,6.396375643092986
1056,PONNIERODE,INE838E01017,319.75,322.42605684136004,322.61678879040664,349.95,267.0,6416,23628.22,0.27153970971998737,8.629804257751104
1057,POWERGRID,INE752E01010,307.45,301.90253944566734,291.4492325529533,322.0,247.3,17619987,15338504.22,1.1487421946284146,4.518633540372674
1058,POONAWALLA,INE511C01022,375.25,371.3163445746184,344.48018772155206,416.75,267.2,1284119,2362327.46,0.5435821331899516,9.958008398320336
1059,PPL,INE050001010,413.3,418.72873502699287,419.2497989771678,466.25,364.7,31219,82981.48,0.37621647625470167,11.356568364611258
1060,PPLPHARMA,INE0DK501011,211.05,217.68561564722052,217.61972155403444,240.95,181.73,3050996,8646173.76,0.3528723901102816,12.409213529777952
1061,PPAP,INE095I01015,172.04,173.46262658412905,176.68318942574905,192.99,154.05,5360,11941.96,0.44883754425571687,10.855484740141986
1062,PRAKASH,INE603A01013,171.57,170.63853426555121,162.56644857802908,190.4,132.51,929115,800816.48,1.1602096400413737,9.889705882352947
1063,PRECAM,INE484I01029,154.98,168.2905359993613,191.40283524609774,256.9,145.0,259512,301805.96,0.8598637349640146,39.67302452316076
1064,PRECOT,INE283A01014,420.15,427.37001477359905,446.6410761477195,500.0,331.1,4174,20363.76,0.20497196981304044,15.970000000000004
1065,PREMEXPLN,INE863B01029,416.2,392.3099382149481,384.5922754193084,478.45,309.15,3694669,386822.22,9.551336011669651,13.010763925175045
1066,PRECWIRE,INE372C01037,135.13,137.48201852109295,139.60528131212317,151.0,118.0,125685,222028.2,0.5660767416030936,10.50993377483444
1067,PREMIERENE,INE0BS701011,982.0,966.0324032504449,959.6716015324956,1097.7,774.05,739967,1593809.62,0.46427565169295437,10.540220460963837
1068,PREMIERPOL,INE309M01020,57.63,61.936985518654154,63.677663867576996,76.0,52.0,53584,88686.36,0.6041966318157607,24.17105263157894
1069,PRESTIGE,INE811K01011,1375.1,1251.8270952439893,1238.6635549559428,1444.9,1048.05,2758228,1011871.7,2.7258673209261612,4.830784137310553
1070,PRICOLLTD,INE726V01018,437.85,441.1290841235594,448.38420212073135,501.0,367.85,222338,393150.44,0.5655290631240296,12.60479041916167
1071,PRINCEPIPE,INE689W01016,251.21,256.93452216803564,274.8450291249759,328.5,229.05,171876,345499.98,0.4974703616480673,23.52815829528158
1072,PRIMESECU,INE032B01021,226.94,237.49487050780644,235.06696405310547,265.63,196.85,43277,99081.14,0.436783428208436,14.565372887098595
1073,PRITI,INE974Z01015,92.71,91.82534165337421,96.39724194544951,120.05,81.8,6044,23908.36,0.2527986026645073,22.77384423157018
1074,PROTEAN,INE004A01022,1310.5,1381.2825558096195,1384.908697973479,1484.5,1202.2,211675,342422.18,0.618169652444827,11.721118221623442
1075,PROZONER,INE195N01013,34.46,32.507877814002185,32.272823204640225,34.46,27.3,272577,188373.28,1.4470045857883878,0.0
1076,PRSMJOHNSN,INE010A01011,123.44,130.8145274153766,131.5846197591865,141.5,105.3,246847,374500.1,0.6591373406842882,12.763250883392226
1077,PRUDMOULI,INE024D01016,41.3,44.89867379940038,46.994379803981246,53.48,41.0,2052,7830.14,0.26206427982130587,22.774869109947645
1078,PSPPROJECT,INE488V01015,637.05,635.8840699875105,633.1642759797986,644.7,609.0,45803,83925.32,0.5457590152769152,1.1865984178687903
1079,PSB,INE608A01012,29.61,31.170287595352068,35.54773777002265,50.5,25.22,10524860,4349271.72,2.4199131895121053,41.36633663366337
1080,PTL,INE034D01049,39.71,39.18965169174708,38.97348485349975,40.99,34.72,30774,47930.32,0.6420570528216795,3.122712856794343
1081,PURVA,INE323I01011,233.04,241.92480791886138,250.57461741698566,272.01,214.16,170642,156000.34,1.0938565903125597,14.326679166207123
1082,PTC,INE877F01012,176.55,173.9052071377357,162.74945559586777,187.22,128.8,1485502,1863369.56,0.7972127654591502,5.699177438307866
1083,PUNJABCHEM,INE277B01014,1112.5,1006.4878319133411,936.6681428661401,1219.9,662.0,604518,44051.98,13.722833797708978,8.804000327895736
1084,PVRINOX,INE191H01014,942.4,955.9425527981901,969.5286093927948,1078.5,830.0,262823,501734.12,0.5238292344957525,12.61937876680575
1085,PYRAMID,INE0MIS01010,156.69,160.79116338819253,160.65190590100585,178.0,134.91,15831,72906.6,0.21714083498613293,11.971910112359552
1086,PVSL,INE772T01024,102.32,100.43109568413736,107.80960394916627,146.21,86.75,113296,153437.6,0.7383848548204612,30.0184665891526
1087,QUADFUTURE,INE0LRY01011,477.05,509.9759422715096,511.2113363299317,618.85,410.0,741155,5328252.5,0.1390990761042199,22.913468530338534
1088,QUESS,INE615P01015,331.0,437.985425858447,525.9306631043427,708.85,272.15,293780,461870.7,0.6360654616107928,53.304648374127105
1089,QUICKHEAL,INE306L01010,282.45,290.11676108364156,325.40872432211535,436.0,252.9,102859,206276.4,0.498646476281339,35.217889908256886
1090,RACLGEAR,INE704B01017,793.0,790.6890213920343,773.867303761339,858.45,658.05,7001,11528.7,0.6072670812840997,7.624206418545057
1091,RACE,INE084Q01012,259.6,264.12803313425076,273.1321031259515,320.0,233.2,1813,29715.2,0.06101254576782253,18.874999999999993
1092,RADHIKAJWE,INE583V01021,89.95,91.71795832587544,91.75721543469028,103.22,71.0,247493,392591.04,0.6304091912031411,12.85603565200542
1093,RADIANTCMS,INE855R01021,64.46,64.79335028981515,63.72634065122959,73.0,49.38,73297,744293.92,0.09847856878906118,11.69863013698631
1094,PRAJIND,INE074A01025,461.3,515.235752858181,542.4400573555487,588.45,452.1,4933736,750191.58,6.576634731090957,21.607613221174276
1095,RAILTEL,INE0DD101019,296.05,305.3100614351461,311.5549636638329,339.4,265.5,1000905,2621471.68,0.3818103425019644,12.772539776075417
1096,RAIN,INE855B01025,141.53,141.60074029365074,139.4076198582734,152.89,117.06,784647,1235562.06,0.6350526820158269,7.43017855974883
1097,RAINBOW,INE961O01016,1381.7,1415.1157577455162,1396.3171969871923,1577.3,1218.0,348281,263972.1,1.3193856471952907,12.400938312305835
1098,RAJESHEXPO,INE343B01030,181.36,188.93838802561305,185.89001291301972,218.9,151.11,463031,2013073.66,0.2300119509784853,17.149383280036542
1099,RAJRATAN,INE451D01029,411.25,361.01945660964884,357.58864284287523,462.75,260.0,103445,145143.9,0.7127064933490144,11.129119394921664
1100,RAJTV,INE952H01027,46.56,61.04166851443162,71.52345489189413,90.1,46.1,6887,65310.66,0.1054498607118654,48.324084350721414
1101,RALLIS,INE613A01020,235.26,230.87216055170714,229.68111351048154,256.15,196.0,391439,453821.12,0.8625402890019751,8.155377708373996
1102,RAJSREESUG,INE562B01019,44.69,45.179372850020926,44.99212399104113,51.99,35.6,19668,67173.56,0.29279377183522803,14.04116176187729
1103,RAMANEWS,INE278B01020,34.6,35.762434127652405,31.40571021494571,40.72,20.36,23775,334197.5,0.0711405680772597,15.029469548133589
1104,RAMCOCEM,INE331A01037,943.6,944.4356712923916,913.048949051136,1011.0,788.2,409493,609464.74,0.6718895665727931,6.666666666666663
1105,RAMAPHO,INE809A01032,113.62,110.47164692736392,102.81188066238525,138.96,80.85,101281,65512.3,1.5459844945147705,18.235463442717332
1106,RAMCOIND,INE614A01028,228.66,236.01192300966383,237.14937748935708,247.5,215.0,43971,92223.3,0.47678840379817244,7.612121212121213
1107,RAMCOSYS,INE246B01019,377.15,377.061695461743,357.4910294487701,429.9,270.0,59078,87270.5,0.6769526930635209,12.270295417538964
1108,RAMKY,INE874I01013,468.45,476.70668320773996,482.8249655912309,535.0,402.25,26693,105048.44,0.25410182197850817,12.4392523364486
1109,RAMRAT,INE207E01023,515.75,528.7822073058309,526.2959351409905,579.9,456.6,17489,26331.24,0.6641920395697278,11.062252112433175
1110,RATEGAIN,INE0CLI01024,433.8,453.9406792607928,491.9799542646902,666.25,412.85,172762,450757.4,0.3832704687710063,34.88930581613508
1111,RANEHOLDIN,INE384A01010,1282.6,1324.0105882126722,1337.2617361068717,1579.9,1151.1,9637,20118.6,0.479009473820246,18.817646686499156
1112,RATNAVEER,INE05CZ01011,130.83,136.2269030933348,140.8551010555893,157.19,115.99,67670,205143.34,0.3298669115945953,16.769514600165394
1113,RAYMONDLSL,INE02ID01020,962.2,1032.5396361282799,1134.9979396403628,1323.0,914.05,116145,205382.9,0.5655047231293355,27.271352985638696
1114,RBA,INE07T201019,81.02,75.11240136682126,71.84094395027411,87.0,59.4,2797496,2255850.18,1.2401071776850003,6.873563218390808
1115,RBLBANK,INE976G01028,200.37,186.43970019848985,175.02606594853438,208.85,149.21,7095668,10810243.34,0.6563837442719398,4.0603303806559685
1116,RBZJEWEL,INE0PEQ01016,129.27,138.92741874803642,149.4018100331869,216.67,125.5,92264,188129.76,0.49042745815441424,40.33784095629297
1117,RCF,INE027A01015,136.46,134.07612793452793,133.99401172652523,147.8,110.8,2257092,2735304.4,0.8251703174242692,7.672530446549393
1118,RECLTD,INE020B01018,420.1,424.25796214027105,421.7810314893674,450.0,357.35,6432452,8376679.12,0.7679000123858153,6.644444444444439
1119,REDTAPE,INE0LXT01019,131.65,142.91501664147023,150.63454696121104,179.95,125.55,266268,377758.66,0.7048627290238694,26.840789108085573
1120,REFEX,INE056I01025,406.4,428.8568841587741,421.02635510259387,497.5,354.55,304611,215740.72,1.4119309511899283,18.31155778894473
1121,REDINGTON,INE891D01026,245.71,234.4504165751894,230.68572002691616,263.89,176.94,2793360,7062419.76,0.39552449371828335,6.889234150593042
1122,RELAXO,INE131B01039,409.8,419.10518997867325,440.1713139993465,513.55,390.35,73011,146983.9,0.4967278729166936,20.20251192678414
1123,RELCHEMQ,INE750D01016,159.16,161.6202042258894,166.2546326014926,197.03,146.51,4109,13162.02,0.3121861234065896,19.220423285794045
1124,REGENCERAM,INE277C01012,41.19,44.79619071699502,46.742107551902514,60.5,39.49,4852,3646.92,1.3304377392429776,31.91735537190083
1125,RELIABLE,INE375Y01018,69.58,73.30786288977995,73.31947762383031,97.4,63.15,9584,42401.44,0.22603005935647466,28.56262833675565
1126,RELIGARE,INE621H01010,211.78,221.7751357537743,231.12080101933623,267.61,206.21,402834,2119952.4,0.19002030422947233,20.862449086357017
1127,RELIANCE,INE002A01018,1405.0,1294.5618714826373,1265.0043058218912,1412.4,1114.85,25480745,13721432.96,1.8570032061724258,0.5239308977626799
1128,RELINFRA,INE036A01016,254.55,255.30041373746542,252.27122976776036,277.1,198.13,4164437,4810154.58,0.8657594949890363,8.137856369541685
1129,RELTD,INE206N01018,109.54,119.2247381811563,119.64222017379298,136.8,101.6,103516,79409.88,1.3035657527753473,19.926900584795323
